time,load_kwh,pv_kwh,price,soc_current,soc_next,requested_command_kw,command_kw,charge_kw,discharge_kw,grid_import_kwh,electricity_cost,degradation_cost,reward
2019-11-11 04:00:00,74.559530249183,0.0,0.1,0.5,0.6,52.631578947368425,52.631578947368425,52.631578947368425,0.0,127.19110919655142,12.719110919655144,1.9999999999999996,-14.719110919655144
2019-11-11 05:00:00,75.1790098541809,0.0,0.1,0.6,0.7,52.631578947368425,52.631578947368425,52.631578947368425,0.0,127.81058880154933,12.781058880154934,1.9999999999999996,-14.781058880154934
2019-11-11 06:00:00,76.83969087446215,0.8513291636712196,0.1,0.7,0.7,0.0,0.0,0.0,-0.0,75.98836171079093,7.598836171079093,0.0,-7.598836171079093
2019-11-11 07:00:00,83.34081900369799,24.375944444444443,0.18,0.7,0.6,-47.5,-47.5,0.0,47.5,11.464874559253545,2.063677420665638,1.9999999999999996,-4.063677420665638
2019-11-11 08:00:00,79.04499479646377,52.36814696969696,0.18,0.6,0.5,-47.5,-47.5,0.0,47.5,-20.82315217323319,0.0,1.9999999999999996,-1.9999999999999996
2019-11-11 09:00:00,84.77046467166511,79.22326923076922,0.18,0.5,0.4,-47.5,-47.5,0.0,47.5,-41.95280455910411,0.0,1.9999999999999996,-1.9999999999999996
2019-11-11 10:00:00,94.50340332532171,90.12807708333334,0.18,0.4,0.30000000000000004,-47.5,-47.5,0.0,47.5,-43.124673758011625,0.0,1.9999999999999996,-1.9999999999999996
2019-11-11 11:00:00,95.00357625464129,81.04171590909091,0.18,0.30000000000000004,0.20000000000000004,-47.5,-47.5,0.0,47.5,-33.53813965444962,0.0,2.0,-2.0
2019-11-11 12:00:00,89.3053698826706,76.2750423076923,0.18,0.20000000000000004,0.10000000000000003,-47.5,-47.5,0.0,47.5,-34.4696724250217,0.0,2.0,-2.0
2019-11-11 13:00:00,84.75907453428992,57.53093611111111,0.18,0.10000000000000003,0.1,-1.3183898417423734e-14,-1.3183898417423734e-14,0.0,1.3183898417423734e-14,27.228138423178798,4.901064916172183,5.551115123125783e-16,-4.901064916172184
2019-11-11 14:00:00,81.7314834843874,44.88780606060606,0.18,0.1,0.1,0.0,0.0,0.0,-0.0,36.84367742378134,6.63186193628064,0.0,-6.63186193628064
2019-11-11 15:00:00,79.89865589566918,23.790312564102564,0.18,0.1,0.2,52.631578947368425,52.631578947368425,52.631578947368425,0.0,108.73992227893504,19.573186010208307,2.0,-21.573186010208307
2019-11-11 16:00:00,79.00864308229974,5.219202762201454,0.32,0.2,0.30000000000000004,52.631578947368425,52.631578947368425,52.631578947368425,0.0,126.42101926746672,40.45472616558935,2.000000000000001,-42.45472616558935
2019-11-11 17:00:00,78.6046927723206,0.0,0.32,0.30000000000000004,0.20000000000000004,-47.5,-47.5,0.0,47.5,31.104692772320604,9.953501687142593,2.0,-11.953501687142593
2019-11-11 18:00:00,80.71624675533228,0.0,0.32,0.20000000000000004,0.10000000000000003,-47.5,-47.5,0.0,47.5,33.21624675533228,10.62919896170633,2.0,-12.62919896170633
2019-11-11 19:00:00,79.5755961464227,0.0,0.32,0.10000000000000003,0.1,-1.3183898417423734e-14,-1.3183898417423734e-14,0.0,1.3183898417423734e-14,79.57559614642268,25.46419076685526,5.551115123125783e-16,-25.46419076685526
2019-11-11 20:00:00,78.87454168707478,0.0,0.32,0.1,0.1,-0.0,-0.0,-0.0,0.0,78.87454168707478,25.23985333986393,0.0,-25.23985333986393
2019-11-11 21:00:00,77.61231979043929,0.0,0.32,0.1,0.1,0.0,0.0,0.0,-0.0,77.61231979043929,24.835942332940572,0.0,-24.835942332940572
2019-11-11 22:00:00,77.93055816295755,0.0,0.1,0.1,0.1,0.0,0.0,0.0,-0.0,77.93055816295755,7.793055816295755,0.0,-7.793055816295755
2019-11-11 23:00:00,77.3422136705679,0.0,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0,77.3422136705679,7.73422136705679,0.0,-7.73422136705679
2019-11-12 00:00:00,77.2113114533674,0.0,0.1,0.1,0.2,52.631578947368425,52.631578947368425,52.631578947368425,0.0,129.84289040073583,12.984289040073584,2.0,-14.984289040073584
2019-11-12 01:00:00,75.61428029516918,0.0,0.1,0.2,0.1,-47.5,-47.5,0.0,47.5,28.11428029516918,2.811428029516918,2.0,-4.811428029516918
2019-11-12 02:00:00,77.09460127203549,0.0,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0,77.09460127203549,7.709460127203549,0.0,-7.709460127203549
2019-11-12 03:00:00,76.72317306551489,0.0,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0,76.72317306551489,7.672317306551489,0.0,-7.672317306551489
2019-11-12 04:00:00,76.63961570012451,0.0,0.1,0.1,0.1,0.0,0.0,0.0,-0.0,76.63961570012451,7.663961570012451,0.0,-7.663961570012451
